,ZIP,State,City,CountyName,12/31/2015,12/31/2019,4/30/2022
5939,92606,CA,Irvine,Orange County,781906.0,877239.0,1248209.0
5952,91361,CA,Westlake Village,Ventura County,970975.0,1113581.0,1526778.0
5959,92551,CA,Moreno Valley,Riverside County,258549.0,340519.0,524243.0
5980,91201,CA,Glendale,Los Angeles County,732092.0,911405.0,1243632.0
5995,94024,CA,Los Altos,Santa Clara County,2895182.0,3234032.0,4436051.0
5999,95819,CA,Sacramento,Sacramento County,493105.0,612840.0,781637.0
6003,91307,CA,Los Angeles,Los Angeles County,617928.0,723465.0,1017364.0
6005,91775,CA,San Gabriel,Los Angeles County,801888.0,914784.0,1228366.0
6015,94105,CA,San Francisco,San Francisco County,1404503.0,1366164.0,1366069.0
6025,91737,CA,Rancho Cucamonga,San Bernardino County,555678.0,662259.0,920499.0
6039,93041,CA,Port Hueneme,Ventura County,352600.0,428759.0,609231.0
6059,95965,CA,Oroville,Butte County,174393.0,258492.0,318723.0
6062,90602,CA,Whittier,Los Angeles County,476182.0,567046.0,774776.0
6109,93023,CA,Ojai,Ventura County,638992.0,727343.0,1098316.0
6128,90746,CA,Carson,Los Angeles County,484154.0,606091.0,818890.0
6147,94702,CA,Berkeley,Alameda County,836613.0,1048607.0,1404703.0
6165,90265,CA,Malibu,Los Angeles County,3130734.0,3300981.0,4135974.0
6212,95519,CA,McKinleyville,Humboldt County,310953.0,365553.0,514312.0
6225,91768,CA,Pomona,Los Angeles County,357364.0,457959.0,639728.0
6234,91340,CA,San Fernando,Los Angeles County,386938.0,496626.0,706557.0
6239,95746,CA,Granite Bay,Placer County,706355.0,841782.0,1178566.0
6247,90240,CA,Downey,Los Angeles County,520851.0,629276.0,821042.0
6274,91010,CA,Duarte,Los Angeles County,453566.0,548117.0,725316.0
6298,92106,CA,San Diego,San Diego County,949579.0,1169768.0,1780657.0
6327,92316,CA,Bloomington,San Bernardino County,272189.0,357614.0,529956.0
6339,92860,CA,Norco,Riverside County,464287.0,569573.0,823539.0
6364,94301,CA,Palo Alto,Santa Clara County,3860828.0,4023741.0,4823032.0
6395,95367,CA,Riverbank,Stanislaus County,263297.0,341083.0,482287.0
6408,91506,CA,Burbank,Los Angeles County,703713.0,877417.0,1232357.0
6414,91731,CA,El Monte,Los Angeles County,441190.0,516456.0,679876.0
6436,94127,CA,San Francisco,San Francisco County,1550894.0,1836054.0,2216613.0
6451,90245,CA,El Segundo,Los Angeles County,1089425.0,1364899.0,1822384.0
6452,95620,CA,Dixon,Solano County,375383.0,456230.0,624285.0
6471,95212,CA,Stockton,San Joaquin County,307090.0,395535.0,588218.0
6503,92532,CA,Lake Elsinore,Riverside County,339899.0,413966.0,643061.0
6504,91040,CA,Los Angeles,Los Angeles County,512577.0,650048.0,919152.0
6510,92603,CA,Irvine,Orange County,1271232.0,1325965.0,1824354.0
6516,90061,CA,Los Angeles,Los Angeles County,317930.0,442955.0,591621.0
6522,94022,CA,Los Altos,Santa Clara County,3491405.0,3809295.0,4948852.0
6530,94618,CA,Oakland,Alameda County,1411759.0,1687603.0,2228456.0
6547,95437,CA,Fort Bragg,Mendocino County,381780.0,414703.0,534659.0
6612,92173,CA,San Diego,San Diego County,334413.0,433826.0,675743.0
6616,94563,CA,Orinda,Contra Costa County,,2205912.0,3125236.0
6619,94108,CA,San Francisco,San Francisco County,1234349.0,1202944.0,1180926.0
6621,90222,CA,Compton,Los Angeles County,296423.0,406460.0,552533.0
6650,92029,CA,Escondido,San Diego County,651448.0,753747.0,1198114.0
6663,92808,CA,Anaheim,Orange County,700548.0,782918.0,1139600.0
6686,95422,CA,Clearlake,Lake County,109921.0,173934.0,233950.0
6701,90232,CA,Culver City,Los Angeles County,1071578.0,1408228.0,1801844.0
6726,92585,CA,Menifee,Riverside County,312147.0,390240.0,595077.0
6727,91203,CA,Glendale,Los Angeles County,484214.0,615418.0,791131.0
6728,90303,CA,Inglewood,Los Angeles County,421926.0,588226.0,816246.0
6739,95135,CA,San Jose,Santa Clara County,1032725.0,1237579.0,1804346.0
6792,95330,CA,Lathrop,San Joaquin County,338503.0,444935.0,684052.0
6801,93103,CA,Santa Barbara,Santa Barbara County,1247199.0,1269129.0,1887503.0
6824,94949,CA,Novato,Marin County,839333.0,952288.0,1315217.0
6826,93907,CA,Salinas,Monterey County,485951.0,605726.0,858869.0
6828,92411,CA,San Bernardino,San Bernardino County,187954.0,269641.0,413546.0
6886,92082,CA,Valley Center,San Diego County,537181.0,628758.0,946464.0
6890,95602,CA,Auburn,Placer County,402662.0,497739.0,695354.0
6913,91723,CA,Covina,Los Angeles County,459391.0,551685.0,765012.0
6938,92887,CA,Yorba Linda,Orange County,847770.0,926679.0,1372960.0
6945,92501,CA,Riverside,Riverside County,287256.0,369906.0,548223.0
6961,92251,CA,Imperial,Imperial County,215610.0,268446.0,367373.0
6966,94579,CA,San Leandro,Alameda County,550202.0,691704.0,979828.0
7006,96161,CA,Truckee,Nevada County,605200.0,711645.0,1111504.0
7021,91384,CA,Castaic,Los Angeles County,488919.0,579566.0,805081.0
7041,91011,CA,La Canada Flintridge,Los Angeles County,1511304.0,1699865.0,2224825.0
7047,93280,CA,Wasco,Kern County,167027.0,203341.0,286254.0
7054,90603,CA,Whittier,Los Angeles County,525087.0,614756.0,840823.0
7081,94041,CA,Mountain View,Santa Clara County,1726399.0,2071554.0,2552812.0
7086,95215,CA,Garden Acres,San Joaquin County,184348.0,271497.0,403427.0
7102,94519,CA,Concord,Contra Costa County,,564036.0,725401.0
7122,96022,CA,Cottonwood,Tehama County,233928.0,299044.0,375345.0
7126,92625,CA,Newport Beach,Orange County,2531237.0,2853187.0,3923141.0
7135,91381,CA,Santa Clarita,Los Angeles County,684294.0,785003.0,1083974.0
7140,90304,CA,Inglewood,Los Angeles County,401805.0,557492.0,746061.0
7154,94945,CA,Novato,Marin County,792233.0,872159.0,1198517.0
7165,92014,CA,Del Mar,San Diego County,1627462.0,1917881.0,2842309.0
7167,90293,CA,Los Angeles,Los Angeles County,718980.0,889063.0,1067773.0
7179,95110,CA,San Jose,Santa Clara County,622216.0,819301.0,1026732.0
7192,91746,CA,West Puente Valley,Los Angeles County,403791.0,496079.0,682922.0
7206,95366,CA,Ripon,San Joaquin County,391361.0,484683.0,700405.0
7209,90013,CA,Los Angeles,Los Angeles County,510025.0,619003.0,673782.0
7230,95817,CA,Sacramento,Sacramento County,272327.0,396868.0,551461.0
7244,96130,CA,Susanville,Lassen County,169087.0,181531.0,237867.0
7245,92377,CA,Rialto,San Bernardino County,342115.0,426298.0,624416.0
7262,92865,CA,Orange,Orange County,580917.0,680721.0,992612.0
7265,92010,CA,Carlsbad,San Diego County,630702.0,754680.0,1178328.0
7323,93725,CA,Fresno,Fresno County,161658.0,221197.0,310358.0
7330,92844,CA,Garden Grove,Orange County,489307.0,610515.0,881312.0
7344,90270,CA,Maywood,Los Angeles County,344872.0,444543.0,596287.0
7359,93013,CA,Carpinteria,Santa Barbara County,849637.0,954007.0,1423610.0
7368,93111,CA,Santa Barbara,Santa Barbara County,923483.0,1000476.0,1538887.0
7387,90212,CA,Beverly Hills,Los Angeles County,1864463.0,2453112.0,2810484.0
7388,94019,CA,Half Moon Bay,San Mateo County,1076691.0,1274431.0,1751381.0
7406,96021,CA,Corning,Tehama County,197464.0,245249.0,294103.0
7409,93110,CA,Santa Barbara,Santa Barbara County,1103601.0,1187148.0,1797207.0
7431,90305,CA,Inglewood,Los Angeles County,441275.0,626681.0,884469.0
7453,95490,CA,Willits,Mendocino County,286454.0,299981.0,382046.0
7465,94705,CA,Berkeley,Alameda County,1593875.0,1863501.0,2511796.0
7473,91390,CA,Santa Clarita,Los Angeles County,577645.0,668272.0,942551.0
7500,91204,CA,Glendale,Los Angeles County,511282.0,655311.0,862044.0
7509,91105,CA,Pasadena,Los Angeles County,1100411.0,1285279.0,1680317.0
7537,93514,CA,Bishop,Inyo County,361423.0,422425.0,537382.0
7539,92075,CA,Solana Beach,San Diego County,1250382.0,1518252.0,2237191.0
7543,94503,CA,American Canyon,Napa County,495198.0,595168.0,805775.0
7581,90715,CA,Lakewood,Los Angeles County,451529.0,563247.0,774317.0
7627,91208,CA,Glendale,Los Angeles County,881515.0,1071126.0,1492693.0
7649,95963,CA,Orland,Glenn County,238186.0,282366.0,377375.0
7659,91901,CA,Alpine,San Diego County,556264.0,650278.0,965560.0
7660,93630,CA,Kerman,Fresno County,216059.0,270588.0,380585.0
7664,95814,CA,Sacramento,Sacramento County,453188.0,556613.0,646667.0
7675,95540,CA,Fortuna,Humboldt County,276553.0,321828.0,466194.0
7680,93610,CA,Chowchilla,Madera County,195384.0,267810.0,382815.0
7688,90502,CA,West Carson,Los Angeles County,417799.0,537346.0,729633.0
7714,93263,CA,Shafter,Kern County,187705.0,226792.0,317615.0
7717,92344,CA,Hesperia,San Bernardino County,269320.0,332353.0,491637.0
7725,94505,CA,Discovery Bay,Contra Costa County,506093.0,641422.0,913717.0
7741,94960,CA,San Anselmo,Marin County,1079215.0,1244852.0,1784439.0
7752,93728,CA,Fresno,Fresno County,143953.0,198877.0,290322.0
7776,93402,CA,Los Osos,San Luis Obispo County,510492.0,615659.0,863872.0
7777,93631,CA,Kingsburg,Fresno County,250137.0,300496.0,402819.0
7792,92587,CA,Canyon Lake,Riverside County,339454.0,417003.0,632308.0
7829,94920,CA,Tiburon,Marin County,2819748.0,2785632.0,3638682.0
7844,91902,CA,Bonita,San Diego County,594046.0,693781.0,1070835.0
7858,95138,CA,San Jose,Santa Clara County,1074260.0,1254692.0,1817958.0
7865,94965,CA,Sausalito,Marin County,1301411.0,1323265.0,1705248.0
7873,93927,CA,Greenfield,Monterey County,284742.0,362403.0,503914.0
7875,93923,CA,Carmel-by-the-Sea,Monterey County,1505658.0,1708948.0,2549562.0
7880,95391,CA,Tracy,San Joaquin County,547623.0,656010.0,1116670.0
7897,94507,CA,Alamo,Contra Costa County,1641545.0,1886913.0,2758311.0
7900,95954,CA,Magalia,Butte County,181484.0,255244.0,282282.0
7908,92225,CA,Blythe,Riverside County,134136.0,160168.0,230789.0
7911,92866,CA,Orange,Orange County,619303.0,710676.0,999085.0
7925,94556,CA,Moraga,Contra Costa County,,1357790.0,1832500.0
7942,95066,CA,Scotts Valley,Santa Cruz County,839269.0,990232.0,1419188.0
7964,90094,CA,Los Angeles,Los Angeles County,916644.0,1133058.0,1345385.0
8006,93268,CA,Taft,Kern County,123013.0,134610.0,191572.0
8017,95010,CA,Capitola,Santa Cruz County,739319.0,919683.0,1319398.0
8026,94709,CA,Berkeley,Alameda County,1028183.0,1289733.0,1567627.0
8063,95338,CA,Mariposa,Mariposa County,270654.0,308398.0,397916.0
8073,95252,CA,Valley Springs,Calaveras County,274188.0,,491125.0
8096,91436,CA,Los Angeles,Los Angeles County,1547466.0,1796038.0,2482966.0
8135,90401,CA,Santa Monica,Los Angeles County,1177161.0,1356685.0,1333285.0
8157,93247,CA,Lindsay,Tulare County,157380.0,200451.0,290914.0
8166,93442,CA,Morro Bay,San Luis Obispo County,597451.0,692143.0,965160.0
8174,95203,CA,Stockton,San Joaquin County,162824.0,249831.0,381860.0
8177,92845,CA,Garden Grove,Orange County,605135.0,710247.0,1027531.0
8178,93301,CA,Bakersfield,Kern County,175323.0,205987.0,293417.0
8186,95451,CA,Kelseyville,Lake County,235243.0,289243.0,395415.0
8257,94571,CA,Rio Vista,Solano County,320203.0,392758.0,509456.0
8297,93960,CA,Soledad,Monterey County,327562.0,419043.0,599125.0
8306,95453,CA,Lakeport,Lake County,228405.0,276204.0,390968.0
8314,93433,CA,Grover Beach,San Luis Obispo County,467971.0,536879.0,747090.0
8322,93221,CA,Exeter,Tulare County,202853.0,243218.0,359902.0
8338,90402,CA,Santa Monica,Los Angeles County,3722104.0,4097723.0,4874793.0
8368,95030,CA,Los Gatos,Santa Clara County,2593767.0,2843010.0,3786723.0
8371,93203,CA,Arvin,Kern County,151905.0,188961.0,264404.0
8394,95673,CA,Rio Linda,Sacramento County,231275.0,323730.0,473116.0
8422,94707,CA,Berkeley,Alameda County,1356609.0,1625984.0,2171325.0
8426,94904,CA,Kentfield,Marin County,1745187.0,1915871.0,2455367.0
8438,95357,CA,Modesto,Stanislaus County,278803.0,360199.0,512834.0
8440,90670,CA,Santa Fe Springs,Los Angeles County,421819.0,516130.0,703976.0
8451,91502,CA,Burbank,Los Angeles County,508772.0,625119.0,807388.0
8461,95650,CA,Loomis,Placer County,500905.0,630820.0,913226.0
8479,93930,CA,King City,Monterey County,268382.0,341262.0,498733.0
8500,95605,CA,West Sacramento,Yolo County,217754.0,300406.0,421652.0
8525,92274,CA,Thermal,Imperial County,109421.0,152120.0,256492.0
8543,93015,CA,Fillmore,Ventura County,386480.0,467967.0,668872.0
8554,92314,CA,Big Bear City,San Bernardino County,221590.0,276208.0,443330.0
8557,95946,CA,Penn Valley,Nevada County,346594.0,405930.0,543975.0
8573,94502,CA,Alameda,Alameda County,857827.0,1029883.0,1408922.0
8575,91377,CA,Oak Park,Ventura County,734349.0,847004.0,1127239.0
8581,92582,CA,San Jacinto,Riverside County,254527.0,332699.0,524750.0
8598,90623,CA,La Palma,Orange County,667395.0,774452.0,1125079.0
8600,91345,CA,Los Angeles,Los Angeles County,454457.0,564291.0,793875.0
8615,94542,CA,Hayward,Alameda County,756051.0,921830.0,1386468.0
8625,96097,CA,Yreka,Siskiyou County,175863.0,193364.0,251840.0
8657,94517,CA,Clayton,Contra Costa County,,,1461763.0
8691,94065,CA,Redwood City,San Mateo County,1391828.0,1619141.0,2036156.0
8704,90014,CA,Los Angeles,Los Angeles County,451859.0,498992.0,558564.0
8709,93614,CA,Coarsegold,Madera County,243378.0,311293.0,433448.0
8722,92007,CA,Encinitas,San Diego County,1086700.0,1424365.0,2143618.0
8792,94552,CA,Castro Valley,Alameda County,924245.0,1082242.0,1640305.0
8794,94158,CA,San Francisco,San Francisco County,1352033.0,1451833.0,1452581.0
8826,93210,CA,Coalinga,Fresno County,159248.0,192458.0,280021.0
8855,91024,CA,Sierra Madre,Los Angeles County,900640.0,1052588.0,1410804.0
8871,91914,CA,Chula Vista,San Diego County,629434.0,712937.0,1115353.0
8881,95130,CA,San Jose,Santa Clara County,1228333.0,1444004.0,2091921.0
8916,93449,CA,Pismo Beach,San Luis Obispo County,847950.0,915258.0,1264352.0
8918,95425,CA,Cloverdale,Sonoma County,459442.0,557434.0,677563.0
8948,93730,CA,Fresno,Fresno County,420958.0,489905.0,661206.0
8950,93505,CA,California City,Kern County,108818.0,169583.0,271164.0
8951,93108,CA,Montecito,Santa Barbara County,3170704.0,3129861.0,4805386.0
8967,92617,CA,Irvine,Orange County,438922.0,576100.0,932111.0
8996,93908,CA,Salinas,Monterey County,741909.0,844491.0,1128671.0
9011,94708,CA,Berkeley,Alameda County,1314154.0,1552713.0,1994053.0
9020,93644,CA,Oakhurst,Madera County,248820.0,310451.0,436057.0
9061,95073,CA,Soquel,Santa Cruz County,849279.0,992799.0,1504962.0
9108,93212,CA,Corcoran,Kings County,130577.0,163681.0,236663.0
9132,95320,CA,Escalon,San Joaquin County,327578.0,419826.0,608123.0
9139,91708,CA,Chino,San Bernardino County,434904.0,496671.0,710550.0
9151,95006,CA,Boulder Creek,Santa Cruz County,546387.0,630314.0,865868.0
9181,95334,CA,Livingston,Merced County,211343.0,274500.0,413539.0
9201,93465,CA,Templeton,San Luis Obispo County,576599.0,661647.0,926331.0
9229,95368,CA,Salida,Stanislaus County,267713.0,359387.0,503784.0
9263,93636,CA,Madera,Madera County,294724.0,383872.0,551272.0
9266,90701,CA,Artesia,Los Angeles County,472432.0,569302.0,766629.0
9267,92325,CA,Crestline,San Bernardino County,188160.0,244552.0,387706.0
9268,93109,CA,Santa Barbara,Santa Barbara County,1245360.0,1402824.0,2146840.0
9271,95304,CA,Tracy,San Joaquin County,555030.0,680089.0,1029049.0
9288,92252,CA,Joshua Tree,San Bernardino County,151976.0,249767.0,456013.0
9292,92067,CA,Rancho Santa Fe,San Diego County,2667661.0,2770944.0,4117727.0
9294,92313,CA,Grand Terrace,San Bernardino County,316856.0,384692.0,556017.0
9303,90755,CA,Signal Hill,Los Angeles County,463485.0,547945.0,727434.0
9318,95742,CA,Rancho Cordova,Sacramento County,375404.0,470412.0,678873.0
9325,95811,CA,Sacramento,Sacramento County,463974.0,559507.0,669312.0
9337,92657,CA,Newport Beach,Orange County,2802916.0,2998732.0,4192795.0
9339,91108,CA,San Marino,Los Angeles County,1215343.0,2255735.0,2722654.0
9376,94574,CA,Saint Helena,Napa County,1247963.0,1512426.0,1992255.0
9389,94305,CA,Stanford,Santa Clara County,3003425.0,3236166.0,4113864.0
9455,96067,CA,Mount Shasta,Siskiyou County,289975.0,331310.0,426116.0
9472,93546,CA,Mammoth Lakes,Mono County,432021.0,511207.0,672186.0
9474,95948,CA,Gridley,Butte County,182721.0,270134.0,358686.0
9502,93648,CA,Parlier,Fresno County,152254.0,203345.0,287288.0
9504,92241,CA,Desert Hot Springs,Riverside County,178890.0,261678.0,380103.0
9510,92610,CA,Lake Forest,Orange County,691784.0,775089.0,1118263.0
9525,95726,CA,Pollock Pines,El Dorado County,253149.0,308400.0,438988.0
9656,94931,CA,Cotati,Sonoma County,486948.0,583100.0,744884.0
9658,90056,CA,Ladera Heights,Los Angeles County,928476.0,1324480.0,1766373.0
9668,95360,CA,Newman,Stanislaus County,228266.0,317053.0,448722.0
9672,96019,CA,Shasta Lake,Shasta County,,223793.0,310697.0
9680,95388,CA,Winton,Merced County,151333.0,224586.0,348321.0
9694,93640,CA,Mendota,Fresno County,145928.0,212606.0,279880.0
9712,93543,CA,Littlerock,Los Angeles County,213463.0,298442.0,435321.0
9739,92320,CA,Calimesa,Riverside County,299262.0,375616.0,562249.0
9745,93241,CA,Lamont,Kern County,113396.0,150845.0,214435.0
9761,91207,CA,Glendale,Los Angeles County,954198.0,1149758.0,1616777.0
9826,92210,CA,Indian Wells,Riverside County,771192.0,814507.0,1271117.0
9828,93428,CA,Cambria,San Luis Obispo County,681941.0,766381.0,1078705.0
9866,92408,CA,San Bernardino,San Bernardino County,223136.0,299568.0,437983.0
9923,94925,CA,Corte Madera,Marin County,1328854.0,1477153.0,2034922.0
9952,95640,CA,Ione,Amador County,285902.0,343427.0,467360.0
9968,90211,CA,Beverly Hills,Los Angeles County,1324611.0,2098204.0,2488178.0
10064,90248,CA,Los Angeles,Los Angeles County,468634.0,599685.0,788523.0
10074,95326,CA,Hughson,Stanislaus County,316194.0,391112.0,556356.0
10090,92276,CA,Thousand Palms,Riverside County,191222.0,256092.0,364316.0
10142,92315,CA,Big Bear Lake,San Bernardino County,322204.0,377382.0,628333.0
10148,95642,CA,Jackson,Amador County,293042.0,343099.0,461405.0
10156,90077,CA,Los Angeles,Los Angeles County,2528698.0,2692780.0,3348870.0
10221,95315,CA,Delhi,Merced County,197832.0,270819.0,408380.0
10260,95018,CA,Felton,Santa Cruz County,576598.0,711799.0,1003563.0
10275,95988,CA,Willows,Glenn County,184771.0,218641.0,293451.0
10293,95386,CA,Waterford,Stanislaus County,221885.0,291592.0,420539.0
10294,93250,CA,Mc Farland,Kern County,168009.0,199602.0,276283.0
10307,90716,CA,Hawaiian Gardens,Los Angeles County,323883.0,436111.0,587217.0
10339,94930,CA,Fairfax,Marin County,854945.0,957373.0,1403132.0
10367,95713,CA,Colfax,Placer County,322144.0,401729.0,547089.0
10427,92371,CA,Phelan,San Bernardino County,228131.0,293505.0,431634.0
10429,94515,CA,Calistoga,Napa County,738750.0,883928.0,1130799.0
10433,92254,CA,Mecca,Riverside County,129835.0,181368.0,288809.0
10482,95953,CA,Live Oak,Sutter County,197303.0,271364.0,394719.0
10517,93701,CA,Fresno,Fresno County,107299.0,162010.0,236562.0
10527,94939,CA,Larkspur,Marin County,1504362.0,1701712.0,2260617.0
10543,95033,CA,Lexington Hills,Santa Clara County,1120140.0,1239143.0,1654239.0
10549,93924,CA,Carmel Valley,Monterey County,957923.0,1077818.0,1518075.0
10587,95322,CA,Gustine,Merced County,210314.0,300894.0,441513.0
10593,95694,CA,Winters,Yolo County,374520.0,461637.0,623003.0
10668,91935,CA,Jamul,San Diego County,595321.0,683672.0,1015555.0
10701,93620,CA,Dos Palos,Merced County,164542.0,238177.0,353400.0
10715,92624,CA,Dana Point,Orange County,929051.0,1040542.0,1499818.0
10727,93723,CA,Fresno,Fresno County,310366.0,368748.0,514568.0
10780,93463,CA,Solvang,Santa Barbara County,783852.0,862675.0,1301490.0
10802,95932,CA,Colusa,Colusa County,222951.0,256079.0,338160.0
10815,91978,CA,Spring Valley,San Diego County,435433.0,541015.0,828688.0
10877,90040,CA,Commerce,Los Angeles County,370235.0,469591.0,606993.0
10882,94710,CA,Berkeley,Alameda County,793205.0,1015349.0,1277293.0
10887,95436,CA,Forestville,Sonoma County,488947.0,575454.0,725989.0
10892,95446,CA,Guerneville,Sonoma County,403390.0,472634.0,657597.0
10895,91020,CA,La Crescenta-Montrose,Los Angeles County,629583.0,763257.0,984448.0
10903,96094,CA,Weed,Siskiyou County,203467.0,232061.0,306347.0
10919,95971,CA,Quincy,Plumas County,232225.0,255391.0,330270.0
10971,92359,CA,Mentone,San Bernardino County,266877.0,342802.0,483354.0
10981,95202,CA,Stockton,San Joaquin County,148592.0,250837.0,381136.0
11000,93622,CA,Firebaugh,Fresno County,165175.0,204156.0,284946.0
11024,95327,CA,Jamestown,Tuolumne County,,,411031.0
11057,93647,CA,Orosi,Tulare County,149324.0,192609.0,277387.0
11090,93286,CA,Woodlake,Tulare County,156786.0,202439.0,299958.0
11105,93510,CA,Acton,Los Angeles County,528187.0,619478.0,888113.0
11108,95012,CA,Castroville,Monterey County,382631.0,506193.0,660277.0
11117,93240,CA,Lake Isabella,Kern County,121744.0,148770.0,198857.0
11119,95832,CA,Sacramento,Sacramento County,211422.0,292586.0,419622.0
11120,92567,CA,Nuevo,Riverside County,289704.0,364990.0,550990.0
11139,95065,CA,Santa Cruz,Santa Cruz County,813241.0,961501.0,1519456.0
11164,95119,CA,San Jose,Santa Clara County,844256.0,1009285.0,1491829.0
11254,93921,CA,Carmel-by-the-Sea,Monterey County,1494119.0,1890864.0,3240414.0
11287,92356,CA,Lucerne Valley,San Bernardino County,121351.0,180459.0,267406.0
11308,95324,CA,Hilmar,Merced County,247348.0,312751.0,464131.0
11315,95666,CA,Pioneer,Amador County,229333.0,266466.0,366843.0
11372,93223,CA,Farmersville,Tulare County,144748.0,183202.0,273821.0
11406,95019,CA,Freedom,Santa Cruz County,422057.0,550907.0,811800.0
11458,95658,CA,Newcastle,Placer County,535157.0,667913.0,997249.0
11487,90290,CA,Topanga,Los Angeles County,1074518.0,1258007.0,1685076.0
11496,93460,CA,Santa Ynez,Santa Barbara County,1014200.0,1113613.0,1647715.0
11504,93953,CA,Del Monte Forest,Monterey County,2039936.0,2270119.0,3166698.0
11505,95683,CA,Sloughhouse,Sacramento County,448577.0,546143.0,758207.0
11574,96101,CA,Alturas,Modoc County,107575.0,120894.0,152640.0
11579,95631,CA,Foresthill,Placer County,326744.0,398617.0,541221.0
11639,93646,CA,Orange Cove,Fresno County,152279.0,191707.0,265192.0
11673,92363,CA,Needles,San Bernardino County,79364.0,103770.0,177688.0
11675,95693,CA,Wilton,Sacramento County,571061.0,691546.0,993926.0
11725,92655,CA,Westminster,Orange County,551332.0,675972.0,948273.0
11733,93625,CA,Fowler,Fresno County,234117.0,289388.0,398566.0
11751,92250,CA,Holtville,Imperial County,157855.0,191548.0,300074.0
11794,93926,CA,Gonzales,Monterey County,334438.0,432242.0,596763.0
11797,95005,CA,Ben Lomond,Santa Cruz County,635273.0,761597.0,1083352.0
11818,92342,CA,Helendale,San Bernardino County,201458.0,251259.0,363292.0
11835,93427,CA,Buellton,Santa Barbara County,556015.0,618435.0,856348.0
11851,95619,CA,Diamond Springs,El Dorado County,264745.0,335410.0,463294.0
11919,95220,CA,Acampo,San Joaquin County,438774.0,559564.0,840069.0
11960,93445,CA,Oceano,San Luis Obispo County,401739.0,474772.0,647221.0
11964,93022,CA,Oak View,Ventura County,531316.0,608941.0,887004.0
11979,96145,CA,Tahoe City,Placer County,782820.0,952133.0,1440316.0
11988,93204,CA,Avenal,Kings County,111454.0,140465.0,200445.0
11997,95383,CA,Twain Harte,Tuolumne County,,,427879.0
12006,94028,CA,Portola Valley,San Mateo County,3468427.0,3896024.0,4492671.0
12019,92661,CA,Newport Beach,Orange County,2986907.0,3231261.0,4549552.0
12032,95316,CA,Denair,Stanislaus County,312442.0,393969.0,556034.0
12095,95470,CA,Redwood Valley,Mendocino County,409194.0,442930.0,599104.0
12184,93219,CA,Earlimart,Tulare County,131914.0,162460.0,242566.0
12220,96088,CA,Shingletown,Shasta County,,264835.0,348725.0
12279,95247,CA,Murphys,Calaveras County,337025.0,378189.0,532385.0
12311,95685,CA,Sutter Creek,Amador County,323334.0,378848.0,508668.0
12319,94027,CA,Atherton,San Mateo County,6337562.0,6698018.0,8074774.0
12332,94111,CA,San Francisco,San Francisco County,1315033.0,1318006.0,1304206.0
12344,95046,CA,San Martin,Santa Clara County,959365.0,1099273.0,1589946.0
12347,93225,CA,Frazier Park,Kern County,167453.0,220914.0,336502.0
12351,92397,CA,Wrightwood,San Bernardino County,256828.0,309588.0,435706.0
12377,92548,CA,Homeland,Riverside County,225060.0,304592.0,444695.0
12390,95258,CA,Woodbridge,San Joaquin County,345754.0,433509.0,606985.0
12417,92382,CA,Running Springs,San Bernardino County,184563.0,239617.0,377202.0
12420,95228,CA,Copperopolis,Calaveras County,349307.0,,557073.0
12454,92003,CA,Bonsall,San Diego County,569094.0,680216.0,1019546.0
12491,90010,CA,Los Angeles,Los Angeles County,811515.0,860861.0,981239.0
12523,95467,CA,Hidden Valley Lake,Lake County,262914.0,328499.0,407658.0
12524,92549,CA,Idyllwild,Riverside County,266284.0,345561.0,543482.0
12610,93501,CA,Mojave,Kern County,96250.0,153642.0,207914.0
12661,95665,CA,Pine Grove,Amador County,279193.0,327833.0,440495.0
12665,93434,CA,Guadalupe,Santa Barbara County,288915.0,370320.0,517377.0
12677,95709,CA,Camino,El Dorado County,318529.0,376685.0,515662.0
12759,95223,CA,Arnold,Calaveras County,,317794.0,495773.0
12779,95623,CA,El Dorado,El Dorado County,374766.0,441400.0,642669.0
12793,95321,CA,Groveland,Tuolumne County,,285137.0,444819.0
12798,96137,CA,Westwood,Plumas County,313198.0,338867.0,448356.0
12818,93265,CA,Springville,Tulare County,273856.0,335255.0,488463.0
12843,94304,CA,Palo Alto,Santa Clara County,3267546.0,3426807.0,4074129.0
12869,95722,CA,Meadow Vista,Placer County,435172.0,524304.0,731798.0
12873,93234,CA,Huron,Fresno County,130600.0,161105.0,243799.0
12918,95236,CA,Linden,San Joaquin County,381850.0,492155.0,707917.0
12930,95423,CA,Clearlake Oaks,Lake County,148887.0,189653.0,288603.0
12936,95626,CA,Elverta,Sacramento County,265917.0,365976.0,536369.0
12964,95139,CA,San Jose,Santa Clara County,760263.0,944269.0,1389049.0
12979,94005,CA,Brisbane,San Mateo County,861100.0,1076169.0,1325933.0
13036,93721,CA,Fresno,Fresno County,86722.0,125952.0,200844.0
13105,92004,CA,Borrego Springs,San Diego County,211881.0,232179.0,346267.0
13138,92662,CA,Newport Beach,Orange County,2838935.0,3029276.0,4234850.0
13156,93430,CA,Cayucos,San Luis Obispo County,949522.0,1019617.0,1444620.0
13192,96064,CA,Montague,Siskiyou County,165235.0,185044.0,249268.0
13200,92823,CA,Brea,Orange County,752626.0,812444.0,1148469.0
13223,92539,CA,Anza,Riverside County,218874.0,292617.0,437413.0
13249,95938,CA,Durham,Butte County,378553.0,527696.0,628355.0
13254,96073,CA,Palo Cedro,Shasta County,,431874.0,594203.0
