,zip,city,county,12/31/2015,12/31/2019
1559,95435,Finley,Lake,429532.0,514941.0
1560,93549,Olancha,Inyo,429532.0,514941.0
1561,95736,Weimar,Placer,429532.0,514941.0
1562,94940,Marshall,Marin,429532.0,514941.0
1563,92134,San Diego,San Diego,429532.0,514941.0
1564,96076,Platina,Shasta,429532.0,514941.0
1565,96037,Greenview,Siskiyou,197184.0,221820.0
1566,96034,Gazelle,Siskiyou,429532.0,514941.0
1567,96086,Seiad Valley,Siskiyou,172454.0,195672.0
1568,95925,Challenge,Yuba,202655.0,263607.0
1569,95312,Cressey,Merced,429532.0,514941.0
1570,96106,Clio,Plumas,432811.0,483896.0
1571,95568,Somes Bar,Siskiyou,429532.0,514941.0
1572,95637,Guinda,Yolo,429532.0,514941.0
1573,95511,Alderpoint,Humboldt,429532.0,514941.0
1574,95935,Dobbins,Yuba,216843.0,271893.0
1575,93207,California Hot Springs,Tulare,429532.0,198172.0
1576,94929,Dillon Beach,Marin,892007.0,1025306.0
1577,95537,Fields Landing,Humboldt,429532.0,514941.0
1578,95606,Brooks,Yolo,429532.0,514941.0
1579,93627,Helm,Fresno,429532.0,514941.0
1580,95978,Stirling City,Butte,91634.0,165588.0
1581,93541,Lee Vining,Mono,268615.0,318555.0
1582,93669,Wishon,Madera,209905.0,261853.0
1583,90743,Surfside,Orange,429532.0,514941.0
1584,92378,Rimforest,San Bernardino,175005.0,231647.0
1585,95728,Soda Springs,Nevada,456393.0,561077.0
1586,95450,Jenner,Sonoma,609580.0,645158.0
1587,92239,Desert Center,Riverside,429532.0,514941.0
1588,95427,Comptche,Mendocino,429532.0,514941.0
1589,94971,Tomales,Marin,736618.0,830503.0
1590,93260,Posey,Tulare,429532.0,514941.0
1591,96112,Fort Bidwell,Modoc,429532.0,514941.0
1592,93641,Miramonte,Fresno,164067.0,198228.0
1593,92341,Green Valley Lake,San Bernardino,173011.0,218168.0
1594,95318,El Portal,Mariposa,429532.0,514941.0
1595,92385,Skyforest,San Bernardino,281179.0,330821.0
1596,96068,Nubieber,Lassen,429532.0,514941.0
1597,93251,Mc Kittrick,Kern,429532.0,514941.0
1598,96011,Big Bend,Shasta,429532.0,514941.0
1599,93605,Big Creek,Fresno,379164.0,419403.0
1600,95526,Bridgeville,Humboldt,310986.0,363869.0
1601,95443,Glenhaven,Lake,172057.0,220574.0
1602,95697,Yolo,Yolo,429532.0,514941.0
1603,94569,Port Costa,Contra Costa,429532.0,514941.0
1604,95488,Westport,Mendocino,429532.0,514941.0
1605,95717,Gold Run,Placer,429532.0,514941.0
1606,93603,Badger,Tulare,429532.0,514941.0
1607,96116,Likely,Modoc,429532.0,514941.0
1608,95494,Yorkville,Mendocino,429532.0,514941.0
1609,94074,San Gregorio,San Mateo,429532.0,514941.0
1610,92389,Tecopa,Inyo,429532.0,514941.0
1611,96029,Flournoy,Tehama,429532.0,514941.0
1612,95224,Avery,Calaveras,429532.0,320664.0
1613,92060,Palomar Mountain,San Diego,284482.0,339253.0
1614,93524,Edwards,Kern,429532.0,514941.0
1615,96074,Paskenta,Tehama,429532.0,514941.0
1616,95431,Eldridge,Sonoma,429532.0,514941.0
1617,95232,Glencoe,Calaveras,429532.0,251208.0
1618,95936,Downieville,Sierra,230272.0,246504.0
1619,91046,Verdugo City,Los Angeles,429532.0,514941.0
1620,95335,Long Barn,Tuolumne,429532.0,514941.0
1621,95601,Amador City,Amador,321533.0,374476.0
1622,95698,Zamora,Yolo,429532.0,514941.0
1623,93645,O Neals,Madera,429532.0,345767.0
1624,95934,Crescent Mills,Plumas,429532.0,194921.0
1625,94128,San Francisco,San Mateo,429532.0,514941.0
1626,93429,Casmalia,Santa Barbara,429532.0,514941.0
1627,93276,Tupman,Kern,429532.0,514941.0
1628,93043,Port Hueneme Cbc Base,Ventura,429532.0,514941.0
1629,96017,Castella,Shasta,429532.0,514941.0
1630,95514,Blocksburg,Humboldt,429532.0,514941.0
1631,95595,Zenia,Trinity,429532.0,514941.0
1632,95463,Navarro,Mendocino,429532.0,514941.0
1633,93621,Dunlap,Fresno,200170.0,247113.0
1634,96014,Callahan,Siskiyou,429532.0,514941.0
1635,96031,Forks Of Salmon,Siskiyou,429532.0,514941.0
1636,90822,Long Beach,Los Angeles,429532.0,514941.0
1637,91948,Mount Laguna,San Diego,429532.0,514941.0
1638,96133,Topaz,Mono,429532.0,514941.0
1639,96125,Sierra City,Sierra,235293.0,250619.0
1640,96110,Eagleville,Modoc,429532.0,514941.0
1641,90071,Los Angeles,Los Angeles,429532.0,514941.0
1642,93554,Randsburg,Kern,429532.0,514941.0
1643,96040,Hat Creek,Shasta,429532.0,514941.0
1644,95910,Alleghany,Sierra,429532.0,514941.0
1645,94950,Olema,Marin,429532.0,514941.0
1646,96010,Big Bar,Trinity,429532.0,514941.0
1647,93226,Glennville,Kern,429532.0,514941.0
1648,92259,Ocotillo,Imperial,429532.0,514941.0
1649,93528,Johannesburg,Kern,429532.0,514941.0
1650,95545,Honeydew,Humboldt,429532.0,514941.0
1651,93042,Point Mugu Nawc,Ventura,429532.0,514941.0
1652,95429,Dos Rios,Mendocino,429532.0,514941.0
1653,96115,Lake City,Modoc,178374.0,211105.0
1654,96046,Hyampom,Trinity,429532.0,514941.0
1655,93592,Trona,San Bernardino,429532.0,514941.0
1656,93623,Fish Camp,Mariposa,367266.0,387985.0
1657,92266,Palo Verde,Imperial,429532.0,514941.0
1658,95248,Rail Road Flat,Calaveras,207631.0,245948.0
1659,93208,Camp Nelson,Tulare,429532.0,514941.0
1660,94576,Deer Park,Napa,429532.0,514941.0
1661,95715,Emigrant Gap,Placer,248203.0,335793.0
1662,95720,Kyburz,El Dorado,216905.0,252995.0
1663,94516,Canyon,Contra Costa,429532.0,514941.0
1664,95140,Mount Hamilton,Santa Clara,1215726.0,1478612.0
1665,93522,Darwin,Inyo,429532.0,514941.0
1666,92332,Essex,San Bernardino,429532.0,514941.0
1667,95314,Dardanelle,Tuolumne,429532.0,514941.0
1668,95550,Korbel,Humboldt,429532.0,514941.0
1669,96049,Redding,Shasta,429532.0,514941.0
1670,96126,Sierraville,Sierra,278950.0,335177.0
1671,95604,Auburn,Placer,429532.0,514941.0
1672,95013,Coyote,Santa Clara,429532.0,514941.0
1673,96111,Floriston,Nevada,429532.0,514941.0
1674,93628,Hume,Fresno,179590.0,217053.0
1675,96108,Davis Creek,Modoc,429532.0,172989.0
1676,95646,Kirkwood,Alpine,531071.0,532132.0
1677,95325,Hornitos,Mariposa,429532.0,514941.0
1678,95625,Elmira,Solano,429532.0,514941.0
1679,95930,Clipper Mills,Butte,155058.0,220789.0
1680,93287,Woody,Kern,429532.0,514941.0
1681,95559,Phillipsville,Humboldt,429532.0,514941.0
1682,95974,Richvale,Butte,429532.0,514941.0
1683,93220,Edison,Kern,429532.0,514941.0
1684,96119,Madeline,Lassen,429532.0,514941.0
1685,95986,Washington,Nevada,429532.0,514941.0
1686,95679,Rumsey,Yolo,429532.0,514941.0
1687,96085,Scott Bar,Siskiyou,429532.0,514941.0
1688,93262,Sequoia National Park,Tulare,429532.0,514941.0
1689,95587,Piercy,Mendocino,429532.0,514941.0
1690,95486,Villa Grande,Sonoma,429532.0,514941.0
1691,96132,Termo,Lassen,429532.0,514941.0
1692,96136,Wendel,Lassen,429532.0,514941.0
1693,95981,Strawberry Valley,Yuba,204688.0,271101.0
1694,94573,Rutherford,Napa,429532.0,514941.0
1695,96071,Old Station,Shasta,429532.0,177809.0
1696,95923,Canyondam,Plumas,429532.0,267283.0
1697,95944,Goodyears Bar,Sierra,429532.0,514941.0
1698,93558,Red Mountain,San Bernardino,429532.0,514941.0
1699,96123,Ravendale,Lassen,429532.0,514941.0
1700,94972,Valley Ford,Sonoma,429532.0,514941.0
1701,92304,Amboy,San Bernardino,429532.0,514941.0
1702,95724,Norden,Nevada,580758.0,663314.0
1703,93634,Lakeshore,Fresno,217435.0,283284.0
1704,96061,Mill Creek,Tehama,429532.0,514941.0
1705,95699,Drytown,Amador,429532.0,514941.0
1706,91608,Universal City,Los Angeles,429532.0,514941.0
1707,92384,Shoshone,Inyo,429532.0,514941.0
1708,94512,Birds Landing,Solano,429532.0,514941.0
1709,95735,Twin Bridges,El Dorado,244988.0,274672.0
1710,95680,Ryde,Sacramento,429532.0,514941.0
1711,93530,Keeler,Inyo,429532.0,514941.0
1712,95430,Duncans Mills,Sonoma,429532.0,514941.0
1713,92364,Nipton,San Bernardino,429532.0,514941.0
1714,92267,Parker Dam,San Bernardino,429532.0,514941.0
1715,95375,Strawberry,Tuolumne,429532.0,514941.0
1716,96155,South Lake Tahoe,El Dorado,429532.0,514941.0
1717,95915,Belden,Plumas,429532.0,514941.0
1718,95721,Echo Lake,El Dorado,262501.0,281592.0
1719,95364,Pinecrest,Tuolumne,429532.0,514941.0
1720,95305,Big Oak Flat,Tuolumne,429532.0,514941.0
1721,95250,Sheep Ranch,Calaveras,429532.0,514941.0
1722,95234,Holt,San Joaquin,429532.0,514941.0
1723,95226,Campo Seco,Calaveras,429532.0,514941.0
1724,94850,Richmond,Contra Costa,429532.0,514941.0
1725,93943,Monterey,Monterey,429532.0,514941.0
1726,93633,Kings Canyon National Pk,Tulare,429532.0,514941.0
1727,93519,Cantil,Kern,429532.0,514941.0
1728,93410,San Luis Obispo,San Luis Obispo,429532.0,514941.0
1729,93064,Brandeis,Ventura,429532.0,514941.0
1730,92338,Ludlow,San Bernardino,429532.0,514941.0
1731,92280,Vidal,San Bernardino,429532.0,514941.0
1732,92222,Bard,Imperial,429532.0,514941.0
1733,92132,San Diego,San Diego,429532.0,514941.0
1734,91980,Tecate,San Diego,429532.0,514941.0
1735,91371,Woodland Hills,Los Angeles,429532.0,514941.0
1736,90831,Long Beach,Los Angeles,429532.0,514941.0
1737,90747,Carson,Los Angeles,429532.0,514941.0
1738,90506,Torrance,Los Angeles,429532.0,514941.0
1739,90095,Los Angeles,Los Angeles,429532.0,514941.0
1740,90079,Los Angeles,Los Angeles,429532.0,514941.0
