,RegionID,SizeRank,ZIP,State,City,CountyName,12/31/2015,12/31/2019,4/30/2022
9201,97291,9312,93465,CA,Templeton,San Luis Obispo County,576599.0,661647.0,926331.0
9229,98146,9340,95368,CA,Salida,Stanislaus County,267713.0,359387.0,503784.0
9263,399678,9374,93636,CA,Madera,Madera County,294724.0,383872.0,551272.0
9266,96204,9377,90701,CA,Artesia,Los Angeles County,472432.0,569302.0,766629.0
9267,96808,9378,92325,CA,Crestline,San Bernardino County,188160.0,244552.0,387706.0
9268,97131,9379,93109,CA,Santa Barbara,Santa Barbara County,1245360.0,1402824.0,2146840.0
9271,98089,9381,95304,CA,Tracy,San Joaquin County,555030.0,680089.0,1029049.0
9288,96757,9399,92252,CA,Joshua Tree,San Bernardino County,151976.0,249767.0,456013.0
9292,96621,9401,92067,CA,Rancho Santa Fe,San Diego County,2667661.0,2770944.0,4117727.0
9294,96797,9405,92313,CA,Grand Terrace,San Bernardino County,316856.0,384692.0,556017.0
9303,96234,9413,90755,CA,Signal Hill,Los Angeles County,463485.0,547945.0,727434.0
9318,98408,9428,95742,CA,Rancho Cordova,Sacramento County,375404.0,470412.0,678873.0
9325,399682,9434,95811,CA,Sacramento,Sacramento County,463974.0,559507.0,669312.0
9337,96975,9448,92657,CA,Newport Beach,Orange County,2802916.0,2998732.0,4192795.0
9339,96296,9450,91108,CA,San Marino,Los Angeles County,1215343.0,2255735.0,2722654.0
9376,97780,9488,94574,CA,Saint Helena,Napa County,1247963.0,1512426.0,1992255.0
9389,97695,9500,94305,CA,Stanford,Santa Clara County,3003425.0,3236166.0,4113864.0
9455,98594,9569,96067,CA,Mount Shasta,Siskiyou County,289975.0,331310.0,426116.0
9472,97326,9586,93546,CA,Mammoth Lakes,Mono County,432021.0,511207.0,672186.0
9474,98500,9587,95948,CA,Gridley,Butte County,182721.0,270134.0,358686.0
9502,97391,9616,93648,CA,Parlier,Fresno County,152254.0,203345.0,287288.0
9504,96748,9618,92241,CA,Desert Hot Springs,Riverside County,178890.0,261678.0,380103.0
9510,96946,9624,92610,CA,Lake Forest,Orange County,691784.0,775089.0,1118263.0
9525,98403,9639,95726,CA,Pollock Pines,El Dorado County,253149.0,308400.0,438988.0
9656,97875,9773,94931,CA,Cotati,Sonoma County,486948.0,583100.0,744884.0
9658,96037,9775,90056,CA,Ladera Heights,Los Angeles County,928476.0,1324480.0,1766373.0
9668,98139,9785,95360,CA,Newman,Stanislaus County,228266.0,317053.0,448722.0
9672,98555,9788,96019,CA,Shasta Lake,Shasta County,,223793.0,310697.0
9680,98164,9798,95388,CA,Winton,Merced County,151333.0,224586.0,348321.0
9694,97383,9810,93640,CA,Mendota,Fresno County,145928.0,212606.0,279880.0
9712,97323,9830,93543,CA,Littlerock,Los Angeles County,213463.0,298442.0,435321.0
9739,96803,9857,92320,CA,Calimesa,Riverside County,299262.0,375616.0,562249.0
9745,97175,9863,93241,CA,Lamont,Kern County,113396.0,150845.0,214435.0
9761,96326,9878,91207,CA,Glendale,Los Angeles County,954198.0,1149758.0,1616777.0
9826,96731,9945,92210,CA,Indian Wells,Riverside County,771192.0,814507.0,1271117.0
9828,97258,9947,93428,CA,Cambria,San Luis Obispo County,681941.0,766381.0,1078705.0
9866,96869,9986,92408,CA,San Bernardino,San Bernardino County,223136.0,299568.0,437983.0
9923,97869,10041,94925,CA,Corte Madera,Marin County,1328854.0,1477153.0,2034922.0
9952,98335,10074,95640,CA,Ione,Amador County,285902.0,343427.0,467360.0
9968,96087,10090,90211,CA,Beverly Hills,Los Angeles County,1324611.0,2098204.0,2488178.0
10064,96105,10189,90248,CA,Los Angeles,Los Angeles County,468634.0,599685.0,788523.0
10074,98110,10199,95326,CA,Hughson,Stanislaus County,316194.0,391112.0,556356.0
10090,96777,10215,92276,CA,Thousand Palms,Riverside County,191222.0,256092.0,364316.0
10142,96799,10267,92315,CA,Big Bear Lake,San Bernardino County,322204.0,377382.0,628333.0
10148,98337,10272,95642,CA,Jackson,Amador County,293042.0,343099.0,461405.0
10156,96058,10281,90077,CA,Los Angeles,Los Angeles County,2528698.0,2692780.0,3348870.0
10221,98099,10346,95315,CA,Delhi,Merced County,197832.0,270819.0,408380.0
10260,97929,10387,95018,CA,Felton,Santa Cruz County,576598.0,711799.0,1003563.0
10275,98537,10401,95988,CA,Willows,Glenn County,184771.0,218641.0,293451.0
10293,98162,10421,95386,CA,Waterford,Stanislaus County,221885.0,291592.0,420539.0
10294,97183,10423,93250,CA,Mc Farland,Kern County,168009.0,199602.0,276283.0
10307,96216,10437,90716,CA,Hawaiian Gardens,Los Angeles County,323883.0,436111.0,587217.0
10339,97874,10466,94930,CA,Fairfax,Marin County,854945.0,957373.0,1403132.0
10367,98395,10497,95713,CA,Colfax,Placer County,322144.0,401729.0,547089.0
10427,96841,10558,92371,CA,Phelan,San Bernardino County,228131.0,293505.0,431634.0
10429,97723,10560,94515,CA,Calistoga,Napa County,738750.0,883928.0,1130799.0
10433,96759,10565,92254,CA,Mecca,Riverside County,129835.0,181368.0,288809.0
10482,98504,10614,95953,CA,Live Oak,Sutter County,197303.0,271364.0,394719.0
10517,97412,10650,93701,CA,Fresno,Fresno County,107299.0,162010.0,236562.0
10527,97879,10661,94939,CA,Larkspur,Marin County,1504362.0,1701712.0,2260617.0
10543,97939,10678,95033,CA,Lexington Hills,Santa Clara County,1120140.0,1239143.0,1654239.0
10549,97480,10684,93924,CA,Carmel Valley,Monterey County,957923.0,1077818.0,1518075.0
10587,98106,10723,95322,CA,Gustine,Merced County,210314.0,300894.0,441513.0
10593,98385,10727,95694,CA,Winters,Yolo County,374520.0,461637.0,623003.0
10668,96558,10805,91935,CA,Jamul,San Diego County,595321.0,683672.0,1015555.0
10701,97366,10838,93620,CA,Dos Palos,Merced County,164542.0,238177.0,353400.0
10715,96956,10853,92624,CA,Dana Point,Orange County,929051.0,1040542.0,1499818.0
10727,399679,10865,93723,CA,Fresno,Fresno County,310366.0,368748.0,514568.0
10780,97289,10918,93463,CA,Solvang,Santa Barbara County,783852.0,862675.0,1301490.0
10802,98485,10938,95932,CA,Colusa,Colusa County,222951.0,256079.0,338160.0
10815,96573,10951,91978,CA,Spring Valley,San Diego County,435433.0,541015.0,828688.0
10877,96021,11014,90040,CA,Commerce,Los Angeles County,370235.0,469591.0,606993.0
10882,97844,11019,94710,CA,Berkeley,Alameda County,793205.0,1015349.0,1277293.0
10887,98199,11026,95436,CA,Forestville,Sonoma County,488947.0,575454.0,725989.0
10892,98207,11031,95446,CA,Guerneville,Sonoma County,403390.0,472634.0,657597.0
10895,96275,11031,91020,CA,La Crescenta-Montrose,Los Angeles County,629583.0,763257.0,984448.0
10903,98616,11041,96094,CA,Weed,Siskiyou County,203467.0,232061.0,306347.0
10919,98521,11058,95971,CA,Quincy,Plumas County,232225.0,255391.0,330270.0
10971,96834,11113,92359,CA,Mentone,San Bernardino County,266877.0,342802.0,483354.0
10981,98036,11123,95202,CA,Stockton,San Joaquin County,148592.0,250837.0,381136.0
11000,97368,11141,93622,CA,Firebaugh,Fresno County,165175.0,204156.0,284946.0
11024,98111,11167,95327,CA,Jamestown,Tuolumne County,,,411031.0
11057,97390,11201,93647,CA,Orosi,Tulare County,149324.0,192609.0,277387.0
11090,97212,11235,93286,CA,Woodlake,Tulare County,156786.0,202439.0,299958.0
11105,97298,11250,93510,CA,Acton,Los Angeles County,528187.0,619478.0,888113.0
11108,97924,11253,95012,CA,Castroville,Monterey County,382631.0,506193.0,660277.0
11117,97174,11259,93240,CA,Lake Isabella,Kern County,121744.0,148770.0,198857.0
11119,98441,11264,95832,CA,Sacramento,Sacramento County,211422.0,292586.0,419622.0
11120,96920,11264,92567,CA,Nuevo,Riverside County,289704.0,364990.0,550990.0
11139,97963,11281,95065,CA,Santa Cruz,Santa Cruz County,813241.0,961501.0,1519456.0
11164,97987,11309,95119,CA,San Jose,Santa Clara County,844256.0,1009285.0,1491829.0
11254,97477,11403,93921,CA,Carmel-by-the-Sea,Monterey County,1494119.0,1890864.0,3240414.0
11287,96831,11435,92356,CA,Lucerne Valley,San Bernardino County,121351.0,180459.0,267406.0
11308,98108,11454,95324,CA,Hilmar,Merced County,247348.0,312751.0,464131.0
11315,98357,11462,95666,CA,Pioneer,Amador County,229333.0,266466.0,366843.0
11372,97162,11522,93223,CA,Farmersville,Tulare County,144748.0,183202.0,273821.0
11406,97930,11555,95019,CA,Freedom,Santa Cruz County,422057.0,550907.0,811800.0
11458,98349,11611,95658,CA,Newcastle,Placer County,535157.0,667913.0,997249.0
11487,96126,11640,90290,CA,Topanga,Los Angeles County,1074518.0,1258007.0,1685076.0
11496,97287,11649,93460,CA,Santa Ynez,Santa Barbara County,1014200.0,1113613.0,1647715.0
11504,97493,11658,93953,CA,Del Monte Forest,Monterey County,2039936.0,2270119.0,3166698.0
11505,98374,11658,95683,CA,Sloughhouse,Sacramento County,448577.0,546143.0,758207.0
11574,98621,11730,96101,CA,Alturas,Modoc County,107575.0,120894.0,152640.0
11579,98326,11733,95631,CA,Foresthill,Placer County,326744.0,398617.0,541221.0
11639,97389,11795,93646,CA,Orange Cove,Fresno County,152279.0,191707.0,265192.0
11673,96835,11829,92363,CA,Needles,San Bernardino County,79364.0,103770.0,177688.0
11675,98384,11833,95693,CA,Wilton,Sacramento County,571061.0,691546.0,993926.0
11725,96973,11885,92655,CA,Westminster,Orange County,551332.0,675972.0,948273.0
11733,97371,11890,93625,CA,Fowler,Fresno County,234117.0,289388.0,398566.0
11751,96755,11911,92250,CA,Holtville,Imperial County,157855.0,191548.0,300074.0
11794,97482,11952,93926,CA,Gonzales,Monterey County,334438.0,432242.0,596763.0
11797,97917,11957,95005,CA,Ben Lomond,Santa Cruz County,635273.0,761597.0,1083352.0
11818,96823,11977,92342,CA,Helendale,San Bernardino County,201458.0,251259.0,363292.0
11835,97257,11995,93427,CA,Buellton,Santa Barbara County,556015.0,618435.0,856348.0
11851,98315,12012,95619,CA,Diamond Springs,El Dorado County,264745.0,335410.0,463294.0
11919,98050,12080,95220,CA,Acampo,San Joaquin County,438774.0,559564.0,840069.0
11960,97273,12124,93445,CA,Oceano,San Luis Obispo County,401739.0,474772.0,647221.0
11964,97098,12128,93022,CA,Oak View,Ventura County,531316.0,608941.0,887004.0
11979,98660,12142,96145,CA,Tahoe City,Placer County,782820.0,952133.0,1440316.0
11988,97148,12152,93204,CA,Avenal,Kings County,111454.0,140465.0,200445.0
11997,98160,12159,95383,CA,Twain Harte,Tuolumne County,,,427879.0
12006,97519,12171,94028,CA,Portola Valley,San Mateo County,3468427.0,3896024.0,4492671.0
12019,96979,12184,92661,CA,Newport Beach,Orange County,2986907.0,3231261.0,4549552.0
12032,98100,12196,95316,CA,Denair,Stanislaus County,312442.0,393969.0,556034.0
12095,98229,12260,95470,CA,Redwood Valley,Mendocino County,409194.0,442930.0,599104.0
12184,97158,12351,93219,CA,Earlimart,Tulare County,131914.0,162460.0,242566.0
12220,98610,12390,96088,CA,Shingletown,Shasta County,,264835.0,348725.0
12279,98072,12447,95247,CA,Murphys,Calaveras County,337025.0,378189.0,532385.0
12311,98376,12486,95685,CA,Sutter Creek,Amador County,323334.0,378848.0,508668.0
12319,97518,12494,94027,CA,Atherton,San Mateo County,6337562.0,6698018.0,8074774.0
12332,97566,12507,94111,CA,San Francisco,San Francisco County,1315033.0,1318006.0,1304206.0
12344,97950,12520,95046,CA,San Martin,Santa Clara County,959365.0,1099273.0,1589946.0
12347,97164,12523,93225,CA,Frazier Park,Kern County,167453.0,220914.0,336502.0
12351,96859,12527,92397,CA,Wrightwood,San Bernardino County,256828.0,309588.0,435706.0
12377,96907,12554,92548,CA,Homeland,Riverside County,225060.0,304592.0,444695.0
12390,98082,12568,95258,CA,Woodbridge,San Joaquin County,345754.0,433509.0,606985.0
12417,96849,12593,92382,CA,Running Springs,San Bernardino County,184563.0,239617.0,377202.0
12420,98058,12599,95228,CA,Copperopolis,Calaveras County,349307.0,,557073.0
12454,96578,12631,92003,CA,Bonsall,San Diego County,569094.0,680216.0,1019546.0
12491,95991,12671,90010,CA,Los Angeles,Los Angeles County,811515.0,860861.0,981239.0
12523,98226,12703,95467,CA,Hidden Valley Lake,Lake County,262914.0,328499.0,407658.0
12524,96908,12703,92549,CA,Idyllwild,Riverside County,266284.0,345561.0,543482.0
12610,97294,12789,93501,CA,Mojave,Kern County,96250.0,153642.0,207914.0
12661,98356,12844,95665,CA,Pine Grove,Amador County,279193.0,327833.0,440495.0
12665,97263,12847,93434,CA,Guadalupe,Santa Barbara County,288915.0,370320.0,517377.0
12677,98393,12857,95709,CA,Camino,El Dorado County,318529.0,376685.0,515662.0
12759,98053,12942,95223,CA,Arnold,Calaveras County,,317794.0,495773.0
12779,98318,12961,95623,CA,El Dorado,El Dorado County,374766.0,441400.0,642669.0
12793,98105,12976,95321,CA,Groveland,Tuolumne County,,285137.0,444819.0
12798,98655,12981,96137,CA,Westwood,Plumas County,313198.0,338867.0,448356.0
12818,97195,13002,93265,CA,Springville,Tulare County,273856.0,335255.0,488463.0
12843,97694,13027,94304,CA,Palo Alto,Santa Clara County,3267546.0,3426807.0,4074129.0
12869,98401,13053,95722,CA,Meadow Vista,Placer County,435172.0,524304.0,731798.0
12873,97169,13056,93234,CA,Huron,Fresno County,130600.0,161105.0,243799.0
12918,98065,13105,95236,CA,Linden,San Joaquin County,381850.0,492155.0,707917.0
12930,98187,13117,95423,CA,Clearlake Oaks,Lake County,148887.0,189653.0,288603.0
12936,98321,13124,95626,CA,Elverta,Sacramento County,265917.0,365976.0,536369.0
12964,98007,13153,95139,CA,San Jose,Santa Clara County,760263.0,944269.0,1389049.0
12979,97500,13168,94005,CA,Brisbane,San Mateo County,861100.0,1076169.0,1325933.0
13036,97430,13228,93721,CA,Fresno,Fresno County,86722.0,125952.0,200844.0
13105,96579,13300,92004,CA,Borrego Springs,San Diego County,211881.0,232179.0,346267.0
13138,96980,13338,92662,CA,Newport Beach,Orange County,2838935.0,3029276.0,4234850.0
13156,97260,13355,93430,CA,Cayucos,San Luis Obispo County,949522.0,1019617.0,1444620.0
13192,98592,13394,96064,CA,Montague,Siskiyou County,165235.0,185044.0,249268.0
13200,97037,13403,92823,CA,Brea,Orange County,752626.0,812444.0,1148469.0
13223,96902,13425,92539,CA,Anza,Riverside County,218874.0,292617.0,437413.0
13249,98490,13451,95938,CA,Durham,Butte County,378553.0,527696.0,628355.0
13254,98599,13457,96073,CA,Palo Cedro,Shasta County,,431874.0,594203.0
13257,98615,13460,96093,CA,Weaverville,Trinity County,246739.0,261522.0,338822.0
13273,98641,13475,96122,CA,Portola,Plumas County,168491.0,183322.0,247136.0
13281,98052,13485,95222,CA,Murphys,Calaveras County,304850.0,,488030.0
13283,97344,13485,93591,CA,Palmdale,Los Angeles County,152660.0,241815.0,360122.0
13325,96754,13527,92249,CA,Heber,Imperial County,202861.0,250311.0,372156.0
13327,98383,13531,95692,CA,Wheatland,Yuba County,245145.0,336188.0,474594.0
13341,98550,13545,96013,CA,Burney,Shasta County,,152921.0,222011.0
13343,98536,13545,95987,CA,Williams,Colusa County,217454.0,253396.0,333875.0
13503,97398,13715,93656,CA,Riverdale,Fresno County,162098.0,222637.0,299574.0
13517,97889,13729,94951,CA,Penngrove,Sonoma County,836636.0,979834.0,1334116.0
13518,96842,13729,92372,CA,Pinon Hills,San Bernardino County,232240.0,298586.0,428214.0
13555,98074,13766,95249,CA,San Andreas,Calaveras County,275068.0,275341.0,384753.0
13564,97197,13776,93267,CA,Strathmore,Tulare County,145199.0,192353.0,279092.0
13570,97059,13781,92861,CA,Villa Park,Orange County,1261290.0,1358801.0,2025635.0
13671,96801,13890,92317,CA,Lake Arrowhead,San Bernardino County,198891.0,266241.0,426211.0
13690,96048,13909,90067,CA,Los Angeles,Los Angeles County,1035464.0,1196176.0,1410601.0
13699,98216,13919,95457,CA,Lower Lake,Lake County,232532.0,296549.0,410155.0
13709,98156,13930,95379,CA,Tuolumne,Tuolumne County,,,359604.0
13714,97199,13935,93270,CA,Terra Bella,Tulare County,171691.0,216461.0,317715.0
13755,96761,13976,92256,CA,Morongo Valley,San Bernardino County,153780.0,223691.0,344724.0
13790,97393,14014,93650,CA,Fresno,Fresno County,148830.0,199182.0,293598.0
13828,98363,14052,95672,CA,Rescue,El Dorado County,457644.0,551098.0,799509.0
13832,96601,14058,92036,CA,Julian,San Diego County,318045.0,386823.0,569013.0
13879,418162,14107,93737,CA,Fresno,Fresno County,310449.0,368077.0,528157.0
13910,98556,14139,96020,CA,Chester,Plumas County,240696.0,265036.0,345667.0
13926,97356,14152,93609,CA,Caruthers,Fresno County,182866.0,242220.0,330770.0
13960,98467,14191,95912,CA,Arbuckle,Colusa County,256344.0,308887.0,405319.0
13984,97509,14219,94018,CA,Half Moon Bay,San Mateo County,1046797.0,1251042.0,1682319.0
14000,97802,14235,94599,CA,Yountville,Napa County,1011985.0,965215.0,1373738.0
14037,98659,14275,96143,CA,Kings Beach,Placer County,450633.0,566556.0,839841.0
14053,96663,14292,92121,CA,San Diego,San Diego County,608945.0,764443.0,1147334.0
14057,98206,14292,95445,CA,Gualala,Mendocino County,465744.0,489072.0,613189.0
14077,96932,14314,92590,CA,Temecula,Riverside County,898263.0,1026377.0,1554957.0
14088,98310,14327,95614,CA,Cool,El Dorado County,344566.0,407866.0,582876.0
14092,98584,14332,96055,CA,Los Molinos,Tehama County,178159.0,213795.0,295011.0
14118,98219,14361,95460,CA,Mendocino,Mendocino County,727489.0,787475.0,997357.0
14194,97949,14440,95045,CA,San Juan Bautista,San Benito County,557022.0,658048.0,947856.0
14209,96829,14455,92352,CA,Lake Arrowhead,San Bernardino County,392304.0,448400.0,731397.0
14220,98203,14464,95442,CA,Glen Ellen,Sonoma County,864307.0,979932.0,1386875.0
14360,98066,14612,95237,CA,Lockeford,San Joaquin County,301132.0,372148.0,538497.0
14375,98220,14626,95461,CA,Middletown,Lake County,210774.0,264732.0,360948.0
14396,97279,14648,93451,CA,San Miguel,San Luis Obispo County,335746.0,409093.0,559048.0
14425,97386,14678,93643,CA,North Fork,Madera County,258426.0,309919.0,442530.0
14436,97188,14692,93256,CA,Pixley,Tulare County,124002.0,156236.0,231683.0
14529,97362,14796,93615,CA,Cutler,Tulare County,124121.0,172417.0,247562.0
14553,98375,14821,95684,CA,Somerset,El Dorado County,325753.0,364485.0,520956.0
14554,96901,14825,92536,CA,Aguanga,Riverside County,327380.0,396034.0,587765.0
14589,98329,14859,95634,CA,Georgetown,El Dorado County,266206.0,333723.0,451818.0
14626,98143,14898,95365,CA,Planada,Merced County,124034.0,196081.0,292422.0
14669,98217,14940,95458,CA,Lucerne,Lake County,151130.0,214131.0,279487.0
14677,97349,14951,93602,CA,Auberry,Fresno County,265030.0,301063.0,397730.0
14689,98347,14964,95655,CA,Mather,Sacramento County,333869.0,427618.0,610998.0
14796,97916,15071,95004,CA,Aromas,Monterey County,591393.0,717621.0,1021647.0
14813,97411,15091,93675,CA,Squaw Valley,Fresno County,212169.0,260317.0,384782.0
14853,98519,15133,95969,CA,Paradise,Butte County,217700.0,289759.0,332519.0
14969,96207,15254,90704,CA,Avalon,Los Angeles County,626384.0,722600.0,878747.0
15005,97211,15293,93285,CA,Wofford Heights,Kern County,128053.0,146320.0,200721.0
15009,98283,15296,95562,CA,Rio Dell,Humboldt County,210073.0,256262.0,363271.0
15058,98290,15348,95570,CA,Trinidad,Humboldt County,573796.0,710272.0,914122.0
15059,97981,15348,95113,CA,San Jose,Santa Clara County,675109.0,784996.0,844827.0
15093,96542,15387,91906,CA,Campo,San Diego County,252987.0,337275.0,497471.0
15100,97583,15395,94129,CA,San Francisco,San Francisco County,2099693.0,2640091.0,2631109.0
15107,97308,15398,93523,CA,Edwards,Kern County,70411.0,112318.0,191826.0
15171,98322,15467,95627,CA,Esparto,Yolo County,261398.0,348141.0,481019.0
15191,97281,15487,93453,CA,Simmler,San Luis Obispo County,465649.0,552206.0,798584.0
15197,98094,15494,95310,CA,Columbia,Tuolumne County,,,393852.0
15202,98061,15500,95231,CA,French Camp,San Joaquin County,266158.0,369445.0,590910.0
15255,97200,15554,93271,CA,Three Rivers,Tulare County,293714.0,362068.0,556666.0
15310,97170,15610,93235,CA,Ivanhoe,Tulare County,122465.0,171949.0,254381.0
15388,98633,15690,96114,CA,Janesville,Lassen County,230257.0,254071.0,329508.0
15394,98262,15699,95536,CA,Ferndale,Humboldt County,306166.0,372575.0,566182.0
15424,97146,15727,93202,CA,Armona,Kings County,141213.0,182780.0,268477.0
15484,98266,15792,95542,CA,Garberville,Humboldt County,449084.0,456228.0,549185.0
15506,96785,15814,92285,CA,Landers,San Bernardino County,87740.0,167146.0,321261.0
15509,97716,15814,94508,CA,Angwin,Napa County,758622.0,822180.0,991860.0
15527,98532,15835,95982,CA,Sutter,Sutter County,226796.0,302964.0,419295.0
15581,98328,15897,95633,CA,Garden Valley,El Dorado County,306395.0,374033.0,507542.0
15614,97119,15935,93066,CA,Somis,Ventura County,946560.0,1106477.0,1510541.0
15631,98282,15950,95560,CA,Redway,Humboldt County,,306083.0,400216.0
15678,98237,15992,95485,CA,Upper Lake,Lake County,253455.0,289509.0,370283.0
15725,98112,16051,95328,CA,Keyes,Stanislaus County,210817.0,294095.0,418429.0
15738,98471,16062,95916,CA,Berry Creek,Butte County,174355.0,223327.0,277010.0
15859,98360,16196,95669,CA,Plymouth,Amador County,360042.0,416846.0,573939.0
15885,96002,16223,90021,CA,Los Angeles,Los Angeles County,457815.0,579587.0,861429.0
15912,98354,16249,95663,CA,Penryn,Placer County,505166.0,631296.0,940334.0
16017,98149,16367,95372,CA,Soulsbyville,Tuolumne County,,,403463.0
16035,96852,16385,92386,CA,Big Bear City,San Bernardino County,156950.0,204162.0,349122.0
16042,98472,16390,95917,CA,Biggs,Butte County,174596.0,264506.0,345334.0
16058,98223,16407,95464,CA,Nice,Lake County,124444.0,192565.0,285216.0
16076,98569,16429,96035,CA,Gerber,Tehama County,160505.0,193179.0,262418.0
16079,98224,16434,95465,CA,Occidental,Sonoma County,820010.0,967103.0,1265608.0
16080,96742,16434,92233,CA,Calipatria,Imperial County,110655.0,142867.0,215252.0
16103,98113,16460,95329,CA,La Grange,Mariposa County,240845.0,290647.0,409440.0
16106,98214,16460,95454,CA,Laytonville,Mendocino County,293281.0,331419.0,411526.0
16125,97525,16483,94038,CA,Moss Beach,San Mateo County,1013287.0,1202500.0,1616472.0
16156,97524,16515,94037,CA,Montara,San Mateo County,1010585.0,1223786.0,1627449.0
16202,98574,16566,96041,CA,Hayfork,Trinity County,219917.0,245240.0,328258.0
16224,97400,16590,93660,CA,San Joaquin,Fresno County,138722.0,183447.0,273533.0
16310,96617,16685,92061,CA,Pauma Valley,San Diego County,491927.0,563307.0,823320.0
16318,97719,16696,94511,CA,Bethel Island,Contra Costa County,349962.0,444167.0,707238.0
16347,97311,16726,93527,CA,Inyokern,Kern County,149122.0,181176.0,238662.0
16390,98561,16773,96025,CA,Dunsmuir,Siskiyou County,160370.0,182942.0,243742.0
16436,97176,16821,93242,CA,Laton,Fresno County,174717.0,227180.0,311458.0
16443,98192,16826,95428,CA,Covelo,Mendocino County,,286353.0,364312.0
16448,98622,16830,96103,CA,Graeagle,Plumas County,262686.0,294937.0,388701.0
16609,97316,17012,93532,CA,Lake Hughes,Los Angeles County,217916.0,300707.0,423084.0
16628,97149,17034,93205,CA,Bodfish,Kern County,96149.0,123061.0,168217.0
16695,98254,17103,95524,CA,Bayside,Humboldt County,442141.0,514378.0,743979.0
16702,97161,17108,93222,CA,Pine Mountain Club,Kern County,215905.0,270764.0,447638.0
16720,98381,17126,95690,CA,Walnut Grove,Sacramento County,327188.0,411644.0,569356.0
16824,97201,17242,93272,CA,Tipton,Tulare County,130231.0,163815.0,243019.0
16832,98103,17249,95319,CA,Modesto,Stanislaus County,165322.0,249975.0,362309.0
16835,98095,17257,95311,CA,Coulterville,Mariposa County,215001.0,242183.0,325855.0
16904,98287,17333,95567,CA,Smith River,Del Norte County,293227.0,334565.0,440422.0
16954,98566,17387,96032,CA,Fort Jones,Siskiyou County,194957.0,220890.0,284892.0
17009,97210,17450,93283,CA,Weldon,Kern County,104718.0,128270.0,167294.0
17041,98202,17478,95441,CA,Geyserville,Sonoma County,1017659.0,1170033.0,1335345.0
17043,98473,17478,95918,CA,Browns Valley,Yuba County,378156.0,480669.0,631319.0
17095,98336,17541,95641,CA,Isleton,Sacramento County,239318.0,340452.0,451272.0
17112,97895,17569,94957,CA,Ross,Marin County,2976599.0,3136009.0,4473881.0
17273,98080,17740,95255,CA,West Point,Calaveras County,218343.0,241829.0,341216.0
17277,98499,17748,95947,CA,Greenville,Plumas County,180599.0,181893.0,244270.0
17292,97172,17766,93238,CA,Kernville,Kern County,200599.0,224981.0,298368.0
17315,96039,17791,90058,CA,Los Angeles,Los Angeles County,297127.0,404479.0,522743.0
17371,98228,17852,95469,CA,Potter Valley,Mendocino County,231892.0,338810.0,418686.0
17397,98562,17885,96027,CA,Etna,Siskiyou County,190200.0,212059.0,271056.0
17418,98071,17902,95246,CA,Mountain Ranch,Calaveras County,317533.0,290595.0,402509.0
17467,96739,17960,92230,CA,Cabazon,Riverside County,144401.0,217162.0,314825.0
17529,97867,18029,94923,CA,Bodega Bay,Sonoma County,942323.0,1079890.0,1580440.0
17531,98292,18035,95573,CA,Willow Creek,Humboldt County,294143.0,299717.0,383120.0
17538,97256,18039,93426,CA,Bradley,San Luis Obispo County,378017.0,440544.0,607577.0
17547,97372,18051,93626,CA,Friant,Fresno County,401115.0,463671.0,626046.0
17627,98518,18145,95968,CA,Palermo,Butte County,152984.0,226636.0,295507.0
17650,97406,18169,93667,CA,Tollhouse,Fresno County,273895.0,311549.0,439280.0
17669,96837,18187,92365,CA,Newberry Springs,San Bernardino County,111226.0,127181.0,207126.0
17682,97348,18210,93601,CA,Ahwahnee,Madera County,278508.0,347595.0,474868.0
17708,98255,18237,95525,CA,Blue Lake,Humboldt County,308186.0,356985.0,487190.0
17725,98511,18253,95960,CA,North San Juan,Nevada County,269954.0,334669.0,429574.0
17751,98115,18286,95333,CA,Le Grand,Merced County,152968.0,235573.0,332579.0
17753,98212,18291,95452,CA,Kenwood,Sonoma County,849144.0,947364.0,1283869.0
17773,97303,18310,93516,CA,Boron,Kern County,52194.0,82932.0,128359.0
17820,97325,18362,93545,CA,Lone Pine,Inyo County,,238367.0,301788.0
17881,98070,18436,95245,CA,Mokelumne Hill,Calaveras County,248886.0,287236.0,384494.0
17895,96569,18454,91962,CA,Descanso,San Diego County,366811.0,452954.0,646865.0
17904,98661,18473,96146,CA,Tahoe City,Placer County,622814.0,676272.0,951129.0
17983,98333,18559,95638,CA,Herald,Sacramento County,481814.0,578441.0,837549.0
18002,98525,18585,95975,CA,Rough and Ready,Nevada County,340670.0,400334.0,571096.0
18032,96749,18615,92242,CA,Earp,San Bernardino County,82040.0,90852.0,142099.0
18065,96551,18660,91916,CA,Descanso,San Diego County,375157.0,464152.0,658343.0
18097,96854,18694,92391,CA,Lake Arrowhead,San Bernardino County,196227.0,261315.0,404286.0
18125,98190,18732,95426,CA,Middletown,Lake County,164480.0,235290.0,322680.0
18135,97331,18744,93553,CA,Pearblossom,Los Angeles County,216966.0,283303.0,406237.0
18188,98392,18807,95703,CA,Applegate,Placer County,363878.0,450812.0,623794.0
18276,97255,18905,93424,CA,Avila Beach,San Luis Obispo County,999506.0,1037581.0,1382084.0
18277,96916,18905,92561,CA,Mountain Center,Riverside County,340400.0,416819.0,602129.0
18303,97300,18949,93513,CA,Big Pine,Inyo County,,284220.0,364905.0
18313,98546,18959,96008,CA,Bella Vista,Shasta County,,359426.0,490752.0
